Date	Price	Open	High	Low	Vol	Change 	Nothing
2017/05/21	2044	2040	2095	1980	7878000	0.20	0
2017/05/20	2040	1962	2048	1944	8986000	3.98	0
2017/05/19	1962	1881	1970	1875	9876000	4.31	0
2017/05/18	1881	1801	1981	1791	7310000	4.42	0
2017/05/17	1801	1729	1843	1704	9462000	4.16	0
2017/05/16	1729	1709	1753	1654	7554000	1.19	0
2017/05/15	1709	1773	1777	1657	8024000	-3.59	0
2017/05/14	1773	1764	1803	1736	4064000	0.50	0
2017/05/13	1764	1686	1771	1595	7547000	4.59	0
2017/05/12	1686	1819	1823	1641	10934000	-7.31	0
2017/05/11	1819	1752	1865	1742	10901000	3.82	0
2017/05/10	1752	1698	1766	1665	8968000	3.23	0
2017/05/09	1698	1665	1757	1620	12723000	1.98	0
2017/05/08	1665	1554	1668	1553	10723000	7.08	0
2017/05/07	1554	1545	1573	1495	7136000	0.59	0
2017/05/06	1545	1508	1560	1504	5960000	2.49	0
2017/05/05	1508	1517	1588	1485	12038000	-0.59	0
2017/05/04	1517	1486	1610	1437	13671000	2.10	0
2017/05/03	1486	1446	1496	1424	8172000	2.74	0
2017/05/02	1446	1416	1471	1395	7001000	2.13	0
2017/05/01	1416	1352	1449	1343	10044000	4.73	0
2017/04/30	1352	1336	1359	1310	4064000	1.17	0
2017/04/29	1336	1330	1344	1314	4097000	0.50	0
2017/04/28	1330	1333	1356	1288	7757000	-0.25	0
